"metier","nom","adresse","ville_recherche","comarca","telephone","telephone_intl","note","nb_avis","nb_photos","google_maps","place_id","horaires","meilleur_avis","latitude","longitude","photo_1","photo_2"
"carpintero","Carpi&Co","C. Montesineros Ausentes, 4, 03187 Los Montesinos, Alicante, España","Los Montesinos","Vega Baja","06 16954296","+31 6 16954296","0","0","0","https://maps.google.com/?cid=16841387801440359521","ChIJy5X5BYapYw0RYRRz1fmguOk","lunes: Cerrado | martes: 8:30–20:00 | miércoles: 8:30–20:00 | jueves: 8:30–20:00 | viernes: 8:30–20:00 | sábado: 8:30–20:00 | domingo: Cerrado","","38.0261497","-0.7450359","",""
"carpintero","Transportes y Montajes Montesinos SL","Av. del Mar, 6, 03187 Los Montesinos, Alicante, España","Los Montesinos","Vega Baja","635 96 78 73","+34 635 96 78 73","0","0","0","https://maps.google.com/?cid=7939113567564227357","ChIJ0TzAThmpYw0RHWMm-rllLW4","lunes: 9:00–18:00 | martes: 9:00–18:00 | miércoles: 9:00–18:00 | jueves: 9:00–18:00 | viernes: 9:00–18:00 | sábado: Cerrado | domingo: Cerrado","","38.0280072","-0.7409049","",""
"carpintero","Forja Metal VF","Poligono Industrial Levante II, C. Algorfa, 1A, 03160 Los Montesinos, Alicante, Alicante, España","Los Montesinos","Vega Baja","655 56 33 60","+34 655 56 33 60","5","1","2","https://maps.google.com/?cid=12061692085834576337","ChIJNwtgUf6kYw0R0XFP5gu9Y6c","lunes: 8:30–17:30 | martes: 8:30–17:30 | miércoles: 8:30–17:30 | jueves: 8:30–17:30 | viernes: 8:30–17:30 | sábado: Cerrado | domingo: Cerrado","José Antonio: La mejor herrería de la comarca","38.0308179","-0.7306079","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3UQGNOwM2cYN_aSvHFFFXlmu-_EWcWidaqbX8ZIDvvDsdYiqbmQKRu36n8yvDnPS7ytbFP3YiLyyHgJfnltVg-NlMcCXyRtrgmwFxPDAqKRJWkXgM8iwXGber1LQEF7R4JWOwcKel9R7VUlrYcwNt2KJneXoK-MAUvIIiqFg5lpE_adoDEhzRwTX71smurULej3dhxJTfCWgutq_3mwU9R62PAcm6mVJTw2MLbejJKFKGSYFiBnYFwFuDFpphLd5fPVhy85nzBrUMf4hyGBBSSD-Bko2gAifFO4mvMGOtV7g&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN222z54gY8TJBHDWV0HqQQEzxl8WWEVUv9nxKBWnXvRL-0i7qVzKPvlD5w0JNB_PwZJMWbRM5H2NLoTk4DD516HQOfrbahF7DNA2WcBMyhaaPwIbF7hpZucZjVTY6rwprcL8ggw-eQdn_n9HuMeUjPrn_vLph9U9dNOungyQA7YVnmYN1cA_pAIEPXa75FmYwYmIHGpjwCVvBNVQjm9N3u5Q52q0QJKmQcuK579jJdAKTjtsCMg7POFHLAEuz1kQEmE-aKvuV7rwMoendC-x-cO7Jt7Wb8gRg8q_5KyxWgSTV2kwmUTRGW6clthPlS0ywIS0B3MY3fF7cegnU-PB9DpVxA3b4v3MfCEnelryB6UY2F7-q0LMq_C_EyxnvCR9kFxQkifLygL-nwmz-bWR3k5TN2m3c66elBupI1Wagsk-MiV&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"carpintero","Cerrajeria Venancio Vallejos","C. Capitán Cortés, 24, 03187 Los Montesinos, Alicante, España","Los Montesinos","Vega Baja","654 97 86 50","+34 654 97 86 50","0","0","0","https://maps.google.com/?cid=1994277632985809073","ChIJsYt9O_epYw0RsUCg6fAYrRs","","","38.0251189","-0.7421983000000001","",""
"carpintero","Talleres Belfast 2003 S.L.","C. Rafael Alberti, 1, 03178 Benijófar, Alicante, España","Benijófar","Vega Baja","966 71 47 14","+34 966 71 47 14","4.2","29","5","https://maps.google.com/?cid=16279536741938466617","ChIJK7Jk2UGvYw0ROY8pA2qI7OE","lunes: 8:00–14:00, 15:30–19:00 | martes: 8:00–14:00, 15:30–19:00 | miércoles: 8:00–14:00, 15:30–19:00 | jueves: 8:00–14:00, 15:30–19:00 | viernes: 8:00–15:00 | sábado: Cerrado | domingo: Cerrado","RODOLFO 1500: Me encanto el trato. Tienen un gran muestrario de diseños y muy rápidos en el trabajo. Estoy muy satisfecho","38.081672","-0.737097","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN1OvHObV8j_bSvyR4SthXg-_XcDGRVIpGYYPepQtTDx-egI7NRrIXkzSivAfA9BSd7vaTWYc4Jc8cQmCHLs5f7oV7R4hP3sFuhxcPQvIlnxMrcACeKHu3vBApIwl7zxBXdeIOB0LL6PSTrOBLzr_Gxf9fEdKLCAOpLekj4PCrODRifqgeUzUk0JOY02Cj5AnM7q9msM5gbI6xFM_RBdhIzhb_LbpSK3VO_hHatkeT_f9TgzAOD7LPAPZ0b8Yq3CpFtRa24ZdYP_DDFXgBxCitjLH44hn0ENaD5e3D7Y2do&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2J5KjP8Ob8GfVJOXAIPCncwVCBsVR_vaKvCANj8pK90HtIiURRC3iDHN6pv5FzQBZVL0n25SLyaNtmXbPrSFjdiUpsGZ4cthl9_lLAh4SeSOI_sf5NpGFY2pGA_z-2NZBoUWD7U8bhMLmR6U3yP7MxMbm6zGhGHs4i4lGTnncmFEzJuq8dmgv19ECnUOcRjPavuiz85Bh1GfZzWIQTE8Y1apKAeIp5mX1n_BQ9EuGQB_fKT--L_IxAziGl3MpyYTNO_pqLb9KxB_08K9tPEUphj3bjlA1KFUpgMhn7k00&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"carpintero","Aluminios Varó","C. Río Segura, 11, 03348 Granja de Rocamora, Alicante, España","Granja de Rocamora","Vega Baja","966 75 03 23","+34 966 75 03 23","5","5","1","https://maps.google.com/?cid=12600208528751050785","ChIJw6uK8jC9Yw0RIcAN7OXu3K4","lunes: 8:00–14:00, 16:00–20:00 | martes: 8:00–14:00, 16:00–20:00 | miércoles: 8:00–14:00, 16:00–20:00 | jueves: 8:00–14:00, 16:00–20:00 | viernes: 8:00–14:00 | sábado: Cerrado | domingo: Cerrado","INMACULADA BARBERA RODES: Empresa con muchos años de experiencia y se nota. Totalmente recomendable, en cuanto a trato personal, trabajo y dedicación.","38.1536782","-0.8798954","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0s_NZPTIRnjAEXIJK_MCnyapX_fGprXs81egRb4EMqQm0LdK-BDVpMzEX8spXqQwIxUTNWYAQGhLj8aPF3HpT48UFOTQmQzzSpSOfpk1KhKraMXaVDN1WFKcKnneZBrevMicsYmeYVwqkZLE0f3fwDnJbgi244R0XZoNmcjOMiiKqxkoPNQCI5UAo7UNcc0BF71Ppbi3M-VR2_jMO0f9j-pauuCXzzZToXx6ssLUlvuVns5DfuUpqaGpiBKKTItGD_TRhnv7W9O8m_71mF2LH0xUCpIduHDHxcg-Q3iPyTdz6HWEvmdiZ0Rtb5qA_1gQAEV3uiUdh4V0HUk91tq3ZFlbq5xyuVKHp8D_IpUTcBRYPtN-TrDcKMlqLp10gnEkcAIA41O0FNUGpe9ihwzmtsf973dXQdG9Q2zIw_y80XBQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo",""
"carpintero","LOGAR Carpinteros","Calle Poligono Industrial, 72, 03369, Alicante, España","Granja de Rocamora","Vega Baja","","","4.8","5","0","https://maps.google.com/?cid=977613374266419474","ChIJMXlAeaWjYw0REinSLC8ukQ0","","francisco javier garcia salinas: Buenísimos carpinteros","38.1044407","-0.8556646","",""
"carpintero","CERRAJERIA LOYMAR","C. Turia, 3, 03310 Jacarilla, Alicante, España","Jacarilla","Vega Baja","966 77 00 53","+34 966 77 00 53","4.4","7","5","https://maps.google.com/?cid=9400164671465381724","ChIJ34l25OujYw0RXN_e6PYXdII","lunes: 7:00–16:00 | martes: 7:00–16:00 | miércoles: 7:00–16:00 | jueves: 7:00–16:00 | viernes: 7:00–14:00 | sábado: Cerrado | domingo: Cerrado","Maisel: Encargué unas ventanas a un chico alto que trabaja allí aquí y me dijo que venía un domingo a montarlas y nunca vino aquí a mi chalet de colinas golf,me pidió un dinero y nunca se nada de él, creo que se llamarse Yessuss ñ,poco profesionale","38.062668","-0.8636449","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3ClH7z3QKb4nQDttKKYGS9oYfyzIcYme5JtiizzMMar3zVBi1-FAuXeRHyWm3X0XNMNjol-yLOpoTXahEvH_h8AX4pxYhfjseOKR2lWSe0s_2aFpOazpsJDP_WHy55wg5clf1dVu8wP3sML1JKji5v-UKye5d6r0NV7iG2lFDAelJhP2_UdGJPUDzHnnnsKYLdIYj9641gFuny8b-6S4y4yE3ZOFMr9HnEObBwBlZA7jJ0tAPNHcV5n2lj5rg5t26CGwjE9VvuEt4_yyFCwefylls_pF8pFHnGh6mfQR3kSg&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN25PvZkEvoa6EulIEx6yG7GZe_a2jCo8E61XlcFzT_qARoi3JSDZ1r4NOKOeUY9RDNdFuUMuArmR2tGNOhS3f2Bpfa2hSZrLBHsKXn9cmLPFel8cjkvt6RdNw6ck5DQNISyb69pO-eimZnVdb7t8IB-eSsdncVQ-2ubU0J7ai78HFKBXO4VL_NyQs4qYgeeW9Runwu5eZVV7_rnejNgtzml60TsaeeZ3u92lxyGnl4r16NEEi-A0tPAGTNPSApQFbIdCLBsqdHEDbrlDIvx_UfI7ym4WmLk57fABUb0Wa7N_w&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"carpintero","Aluminios Almagal","Polígono Calle Orihuela, nº 7, C. Daya Vieja, 03159 Daya Nueva, Alicante, España","Daya Nueva","Vega Baja","965 70 11 23","+34 965 70 11 23","4.4","8","5","https://maps.google.com/?cid=6709039006036440287","ChIJ9SFSFgKlYw0R37QKE25LG10","lunes: 8:30–18:00 | martes: 8:30–18:00 | miércoles: 8:30–18:00 | jueves: 8:30–18:00 | viernes: 8:30–18:00 | sábado: Cerrado | domingo: Cerrado","Tomas Mora: Muy buenos","38.101654","-0.777474","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN155Zniv2SKV8SDNYDdBYDlBoW54hiTnAtcN68Lzidb7F5lt6BrJNER96jaaxLPVgo73bMsK23QAbw_S5ztouIwNsQXLjHxiLHubYvIB9xNZFqOfIef5ulsuBkHR4Z3n8Z68WiHUdLJ2h3vteTkvik2XnxwsBIgvefPhNSgeof1kjTokBHES3QF03XA3sTE5koCGuH1W6OGTPiTfQ47kdIoeQ-B3_MVp0Ilv1lop4xBD6SMpBTwCFwYKTnziAj8IbMtnVCytf-j9aNYiN2LZPustQ_MrCPrMTKNMqnRct-w_g&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0QzzKbkbb4H1XSV410DyyelWT9Fw2bfOj8ce-gJLnqL2ITxgjIngg9Fl1-31xME38Q7rC8mXXYLAMTBI37_iEP91BsSU9LGcsRO6RBY4yD-_jMjUehUhLkLQSGs3J2poWqRermWIESijDEFVjGS4KriRhBZcGxQ6OsoG2lokc5mDNy3XwSV72X8Msq19JiW8v9rqQfWLfGoWNo8AUfUNP7If4t03Yr3sdxyBMW6oi0TNWWdVKpl0rrm6PnO7QrHvpT3tUsuGefbhTFmCCaHvV1Bs_rpitTHvJi3RG53SvOaf98_MYP0CcbbEFXAnXoS_5bTz5p0Gr3etQlY6dphHuQ-2szG-4AwahKN6S3LBsIxPnTjsTfzyRRcYHZJ3UY0sDgTf_SYh1zL8sK1IBg1gk6KrzG2kLLJJeYORMnUwa9OjI&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"carpintero","Muebles Seva E Hijos","Av. de Almoradí, 27, 03159 Daya Nueva, Alicante, España","Daya Nueva","Vega Baja","607 74 01 52","+34 607 74 01 52","4.9","43","5","https://maps.google.com/?cid=5526023608509470731","ChIJv27jenClYw0RCxihnTFhsEw","lunes: 8:30–13:30, 15:30–20:30 | martes: 8:30–13:30, 15:30–20:30 | miércoles: 8:30–13:30, 15:30–20:30 | jueves: 8:30–13:30, 15:30–20:30 | viernes: 8:30–13:30, 15:30–20:30 | sábado: Cerrado | domingo: Cerrado","Anna García Andreu: Trato estupendo 👌🏻, te aconsejan muy bien en respecto a tus necesidades y con opciones de precio, un servicio excelente.","38.112129","-0.7629206","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2o25CAlTyvNB8jY3OD9p-Zw5bxBX7B7ecnBD3ncdlQXR8xrtBJ0qV8KfNQaqyGiJKNyg7ONvcRq4vR-fSHYpAmKZwtPkTR_248LXP2mhnRYkmL3oQVp8cfHbUcxdHGLaAhKK71jmmUdXr8-ZZIeE3YM1_WDOJPqFynFMiC_OGY92Uf9qYW0aij3SIoSUdKbJNY1-EdrWDZd9lY5kJsK_feMIcukx260a4dMR5Xv34m38C4l2RZzqMPKn3Ex0K1710_bw7-7ARLooL2XsCYrpjMtrfo5O5LTWxf68VR9_ru3w&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2fRUfW0xLwGdmvp0oc5QkAXqpxYQOEPReHBdOxRlMiq1Hb3iFhVcACq8Lg8M3oMuGOFC_m6SM8Y8-4TCVeYsX3bkww3B1I34Yk0d8gJekyoPyR19Kd-cC4Y7sMZwPgLHYmNzj3uhLN2Ul7yHhlkiVGHTn9XIea3XHKYHvPNwLpAFcF72a3higRez8A9RFRqDA9SfugRR9iQpeZSIwhHVWXmVV4DFxjXWToX7J4jxR8HgOhrugZRjsA6-1xFluRqk0sBcsdDSSCI2tFJbzwKBpy_JMurpzEGzd0ff-XU6JIsw&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"carpintero","Muebles Daya","Av. de Almoradí, 27, 03159 Daya Nueva, Alicante, España","Daya Nueva","Vega Baja","","","4.9","16","0","https://maps.google.com/?cid=10030773010035356669","ChIJHQbf2Y-lYw0R_bO7Reh2NIs","","Naima Azoug: De beste van daya nueva en omstreken Heel ons huis ingericht met de meubels van hier Altijd de beste service miquel altijd even vriendelijk en hulpvaardig Zeer goede kwaliteit correct Een aanrader om hier te kopen Lo mejor de daya nueva y alrededores Toda nuestra casa está amueblada con muebles de aquí. Siempre el mejor servicio miquel siempre amable y servicial. Muy buena calidad correcto. Muy recomendable comprar aquí.","38.1120659","-0.7629461","",""
"carpintero","Aluminios Cecilia","03349 S. Isidro, Alicante, España","San Isidro","Vega Baja","665 25 45 07","+34 665 25 45 07","5","1","0","https://maps.google.com/?cid=15461766263534016436","ChIJLfJPvhe7Yw0RtFcQKn86k9Y","lunes: 8:00–14:00, 15:30–19:00 | martes: 8:00–14:00, 15:30–19:00 | miércoles: 8:00–14:00, 15:30–19:30 | jueves: 8:00–14:00, 15:30–19:30 | viernes: 8:00–14:00, 15:30–19:00 | sábado: Cerrado | domingo: Cerrado","Jose Manuel Canales jimenez: Excelente empresa, me hicieron un trabajo y quedo fenomenal,el resultado fue muy bueno. Relación calidad precio excepcional. Quede muy satisfecho con esta empresa.","38.1778564","-0.8368002","",""
"carpintero","Andrés Carpintería En General","C. Comunidad Europea, 0, 03369 Rafal, Alicante, España","Rafal","Vega Baja","","","4.3","9","0","https://maps.google.com/?cid=16605449075554739987","ChIJa2HDcHSjYw0RE2dHbPRncuY","","Conchi Sanchez Rodríguez: Muy buen carpintero","38.1070547","-0.8448335","",""
"carpintero","Maderas Cape S.L.U","Carretera CV 911, 03369 Rafal, Alicante, España","Rafal","Vega Baja","966 75 27 35","+34 966 75 27 35","4.7","20","3","https://maps.google.com/?cid=3567514663150764893","ChIJXwRwUWOjYw0RXUMZRK9bgjE","lunes: 7:00–15:00 | martes: 7:00–15:00 | miércoles: 7:00–15:00 | jueves: 7:00–15:00 | viernes: 7:00–15:00 | sábado: Cerrado | domingo: Cerrado","antonio: Sin lugar a dudas, es el sitio idóneo para la compra de cualquier tipo de palés, embalajes, cajones de madera y lo que se te ocurra que puedan fabricar en medidas estándar y dimensiones que les propongas, siempre a buen precio pero con el mejor trato posible para atenderte y aconsejarte. !!GRACIAS!!","38.1024003","-0.8598251","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0rfXyqQ3VGN5FzXMCCizF0wkT3oj4htc9RoFTaN2pDTVHvbPKqtUhN-yb44UK5NgyKYKmdYSaToN-0G0BLDI4nkzeWRu0RFWGPY7Zmc0qNHaTCw_sowCJX3op8LTrUtys3xa_zg-LTzkorTEnaDp0H8O9gKSxJ6JgaY2WlT6iXstbyXW8OvoL9eaqd5Pel_WYQAJ8-gyoVEmjM5f7tP8mklSZEVVEl0D5ALad2m4z5DFPKGQhzg1ffbxUD2ukswmTWlS6wUvnHNJBT1qgGfQokpx5X9lW3XVB_TA2yhjdNXLdZxwYFGXAIFtYkVCKib90qSJdzVjiQhdVnxRKClajzoXf2NcRrpDY8PRsrEXrAKeg7ayNu3ZyTvvP5rQ8CgGmewvQmBhQ4u3FR2eHqNm6Gv7fagjlNDmunObBMFJAP9xp9&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2rRBYp-hGDDMx_hTvG_e4WeGOzVUMLp1oxrbfwYXtmwLwAEcOepplWPPIbYMTHW0gHSbTe5wmdGtpReWO_6w4mnTK244zZTBlur9ykweI4PV2Qz4IGbfhsu5gKA_DTlSkm2EBhDrkQPtaZ3s37z9wCX9HSj6XgnRroVN5RrMd2FXzlPah3f-JhgJkUpQysbO22FzAEv0rI7l3A_UM14c_OwH0JAVJyIYV-y9X6kFR8hLVrTWTZs2SHgEps4khuymRPmBXLb-YdxRvjabSMSz70EQu3DbpjocdiQqbj9QMwYzyHd6u8SQW1AuX3cvuSD2xUindtZDBnfA8yRiywh4WaGY4siSKNxeLtACUyawTJzUicYVVcCaVVRMKF6VDHtgunYe0cBHbyLMfSzKoJSmrX9R6QytBtCET5KEI--GT1F6V2&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"carpintero","Rafalmetal S.l.","C. Federico García Lorca, 1, 03369 Rafal, Alicante, España","Rafal","Vega Baja","966 75 23 14","+34 966 75 23 14","4.1","8","5","https://maps.google.com/?cid=10136708619555870324","ChIJuVpZ1QmjYw0RdJZEbMjSrIw","lunes: 7:00–16:00 | martes: 7:00–16:00 | miércoles: 7:00–16:00 | jueves: 7:00–16:00 | viernes: 7:00–16:00 | sábado: Cerrado | domingo: Cerrado","Arturo Canales: Muy profesionales y mucha formalidad 100% recomendado","38.1035454","-0.856","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0H5dZWqOTrrPanowSDZPMOyiTTxKTyURORfEk8E8KegGJC_sm-zE80eZUR16rgjc1gK6pDYQxM4Kny-2t5ViGA4WQ4vSNVpS1uGwytbQXjoMcB63L5O6cZyYXJgMaESvnsx2ZSIvsj_1Z2Orw9NXjKYf_GAu8NowVxyQDjXZihmf-grWk3vhJ_TIkCadhrGPZSwIRwZD1fZGVdId8Rwp1j1IF-vx2dgR2hysbFQvHGYN1Asljy_FM_Q90QFDc-nN5BfxcQKdrj1l4fpeZAH7q8gxFikZTvMza03tf0datoxQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2OofqeocszM8LMZaVcFpbjJwUZ9kWDo-clvLDKYlS890ThUZvBD7a-kBTn5zWfHmYFea9xwPBgMj18L1qTUbfU7jiWgOUwblyMsEUfY_1RKE8x39D0DmVvK8MwZkjPc0Y01xi_WU5IGhcGJTMwd8DGnn6WuVyKRGAaPkMUGDFeSs1l5Jxhg79W1w0l_nVFEL0MZ0UcZR_XLiYWV1ZrKiwrZCN_ZV-gkQjGXNQAVOrWDO1bmc-v9vasEhGrGIY8M-fQddNM1lLMwUTXo7pGI490_q346t5VGtbGeq6QPWt4fA&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"dentista","Dentistas Alicante Dr Rafael Poveda LLopis","Pl. de España, 1, 1º Dcha, 03004 Alicante (Alacant), Alicante, España","Alicante","Alacantí","965 21 59 12","+34 965 21 59 12","5","71","5","https://maps.google.com/?cid=1879013541196043020","ChIJA4yZXaw3Yg0RDJMjO9yYExo","lunes: 10:00–13:00, 16:30–19:30 | martes: 10:00–13:00, 16:30–19:30 | miércoles: 10:00–13:00, 16:30–19:30 | jueves: 10:00–13:00, 16:30–19:30 | viernes: 10:00–13:00, 16:30–19:30 | sábado: Cerrado | domingo: Cerrado","Pilili: Excelente clínica. Gran profesionalidad tanto el Doctor cómo sus enfermeras. Trato exquisito, todo te lo explica muy bien detallado y un trabajo muy meticuloso. Muy contenta con los tratamientos que me han hecho y por supuesto, con los que me harán en el futuro.","38.35109080000001","-0.4850856","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN07lygi9xADN_GPBXExOtOZiFENlE37SyFSupqt7L6IVQKcJOgKTSeKpSR78wooDrcTr4p5W21tawePANJzbLzM9RJ3krrZq88lzNu5u4rBWKCACy76dJJPkNCwNEooyIuqY-9X4pYi86pF38f46Nv-y1VbC6rxL7kFmrCa3WzChLtF3FrH0dWtOIRAYPEarWDIdDiMV6m7MRnDsIh6ClUadqjL_X6PXz9upZ_RZO9g3X_VexhPbDcnDeZ_TqFms9OX-_3aYm94gNJ9jHJ5dA9JLnXvKlz9-MegEiqGqgBFFQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3e3cCu5fDrRDLBGVghnHc-UON7GEx02sJ-t7L7m0WJOnSdJ6E7YD4nggX6TTVX0eSdT9Wwp7Oaxq3x5A4JhOaYVxMJdZwTC5J0g0Ze-VO7mcwNXukvsmBfbg7VHUy2wi8fTUKT4sSPTRlY7DuyXu4sObPXDRp7BADyoM3IYqzEmBBRTP8Ots85keNgEg874zLuPR89f1BgQoI34xX42nxMidNZDu4oePbehJsAe13flxFA4bMn4HwF0x_Kn1KGwu6AYVZNMDT7czqg3S_KPi8HZnwvatpky7N19xvA7swlwA&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"dentista","Clínica Dental Dr. Gustavo H. Selva","C. Villafranqueza, 17, 03690 San Vicente del Raspeig, Alicante, España","San Vicente del Raspeig","Alacantí","965 66 67 39","+34 965 66 67 39","3.2","11","0","https://maps.google.com/?cid=4309671136341004475","ChIJqakaO6w2Yg0RuxBcnBAHzzs","","Angel L. Correa: Ojo cuidado, este señor pone empastes metálicos que ya no se utilizan por perjudiciales para la salud y que se caen dejándote destrozada la boca, si no te lo tragas.Hasta que eso se cae, estás con el sabor metálico sin saber porque, vas a otro dentista y se queda flipando con la chapuza.Pues menosmal que no volvimos quería sacar 6 piezas para poner implantes, que horror, que miedo, si alguien lee esta reseña que no valla.","38.3951987","-0.5194757999999999","",""
"dentista","MR DENTAL","C. San José, 21, 03690 San Vicente del Raspeig, Alicante, España","San Vicente del Raspeig","Alacantí","","","5","6","2","https://maps.google.com/?cid=9081479874705423697","ChIJCQcwQy83Yg0RUf2sjtTlB34","lunes: 10:00–14:00, 17:00–20:00 | martes: 10:00–14:00, 17:00–20:00 | miércoles: 10:00–14:00, 17:00–20:00 | jueves: 10:00–14:00, 17:00–20:00 | viernes: 10:00–14:00, 17:00–20:00 | sábado: 10:00–14:00 | domingo: Cerrado","Omar: Gran equipo en el que depositar tu confianza, con trato excelente y profesional.","38.3964475","-0.5240705","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2I5Rp7j6ogoAyzNJo3R7R4W8fdFU4HvljxhfAtIEOFyKY1LsLJG6u3cl2VyGrN_toFeFp7ddRZWzjGFKLMeMnRtTUzZpmkWljvPyGOazyvFTFfs8tOIf6K6d-mRAybP2j9NZW12utCH-mSx6IMPW8m6mNRclE1gLoArgmX76oLjKpmVJvyQp5jk6yBRXoVQIRguQau2QtDhBaEBQKvTk29Z_lSm46_qyYanlkGOmbQjbktvdiqSoFIgw3cfIOAgB4hR1UXGdCeTRjulmgU49PqlLMCnUeQNWBIzkrBGsqqFKd2bSeFY3aShaKrgOlJS2iQrqLFKNUt5VJsWr309TTyoiq8k4CCEYIIOn6Bpiq6gu_06KgQfuc-7bB-zhZeECp2rl5dhsoYLFcT4TmGAqLxl8BZlAM7YhReBcfGLERmVg&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN1VJU34NxP091RW6viA_Sm0zf1vLpLw54pGFGFoOGPaDwBQRAsU85Py7QoAsBExWx3yBPeDs-DEAc5jeXphJYV7_uvl4TZojAHzJatpLwUBxgsN2jrsBUSpY-y7Bjj-S5sluHhe03cKHeLZjzzCsQXQa0AyyeIStVbSPPbCEt6dDxvDxO1bCAp4l-byoA_qCsx3oIMNtmPdOZ_ISLF5DFm-q19vkZWOxCwWkEscRydPLE-M4I9q-m3XfOkTBD1F4SSXB3ze3dn6jUyorlEi9O6-BQsSxLJi0wP0lBHfnOqUkMBsIvz5vypVXc7q0wXLMui-ZpOWzdAzqGXf-MX8viPtVUj-VNnMtT1YH9EfmiY8K-K40BlX6gsDbbN4tm5GdSNboxOOPQ9sregrPQr9jGxv7ctokD-VTiHdcZ8R9hWTYuah&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
